# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 12 22:59:24 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_refname,st_spectype,st_teff,st_rad,st_mass,st_age,rastr,ra,decstr,dec,glat,glon,sy_dist
Kepler-264 c,Kepler-264,0,1,2,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,140.10394000000,0.5785000000,4.16000000,0.37113098,,,0.000000,,,0,23.1600,17.3100,-17.4000,0,559.00,,,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6231.00,2.397000,1.316000,,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,9.43386,70.25469,942.17300000
Kepler-264 c,Kepler-264,0,1,2,0,0,Transit,2014,Kepler,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,140.10394000000,0.5945400000,3.40300000,0.30359585,,,,,,,15.2000,1.1000,-1.1000,0,,,,,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,6284.00,1.957000,1.426000,2.4500,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,9.43386,70.25469,942.17300000
Kepler-264 c,Kepler-264,0,1,2,0,0,Transit,2014,Kepler,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,3.24800000,0.28976715,,,,,,,15.3470,0.6620,-0.6310,0,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,6284.00,1.990000,,,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,9.43386,70.25469,942.17300000
Kepler-264 c,Kepler-264,0,1,2,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,140.09140000000,0.5860000000,3.74000000,0.33366103,,,0.000000,,,0,,,,0,560.00,,,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6235.00,2.430000,1.370000,3.1700,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,9.43386,70.25469,942.17300000
Kepler-264 c,Kepler-264,0,1,2,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,140.10765000000,0.6010000000,3.42000000,0.30511249,,,0.000000,,,0,16.1700,7.4800,-8.2500,0,511.00,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6207.00,2.097000,1.472000,,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,9.43386,70.25469,942.17300000
Kepler-264 c,Kepler-264,0,1,2,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,140.10765000000,,,,,,,,,0,,,,0,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6250.28,1.885500,1.210000,,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,9.43386,70.25469,942.17300000
Kepler-264 c,Kepler-264,0,1,2,0,0,Transit,2014,Kepler,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,140.10244895000,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6250.28,1.885500,1.210000,,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,9.43386,70.25469,942.17300000
Kepler-264 c,Kepler-264,0,1,2,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,140.10394000000,0.5785000000,4.16000000,0.37113098,,,0.000000,,,0,23.1600,17.3100,-17.4000,0,559.00,,,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6231.00,2.397000,1.316000,,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,9.43386,70.25469,942.17300000
Kepler-264 c,Kepler-264,0,1,2,0,0,Transit,2014,Kepler,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,140.10394000000,,3.59000000,0.32027835,,,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6263.00,2.020000,1.460000,2.5700,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,9.43386,70.25469,942.17300000
Kepler-264 c,Kepler-264,1,1,2,0,0,Transit,2014,Kepler,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,140.10126100000,0.5660000000,2.83000000,0.25200000,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6158.00,1.550000,,,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,9.43386,70.25469,942.17300000
Kepler-264 c,Kepler-264,0,1,2,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,140.10394000000,0.5785000000,4.16000000,0.37113098,,,0.000000,,,0,23.1600,17.3100,-17.4000,0,559.00,,,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6231.00,2.397000,1.316000,,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,9.43386,70.25469,942.17300000
Kepler-265 b,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.84619299000,,1.67000000,0.14898742,,,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5883.00,1.030000,0.980000,5.2500,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 b,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,6.84611300000,0.0740000000,1.62000000,0.14452697,,,0.000000,,,0,,,,0,1058.00,,,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6315.00,1.070000,1.150000,0.2800,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 b,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,6.84619299000,0.0716000000,1.66000000,0.14809554,,,0.000000,,,0,265.5700,329.0100,-77.1600,0,1030.00,,,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6299.00,0.983000,1.045000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 b,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,6.84619299000,0.0716000000,1.66000000,0.14809554,,,0.000000,,,0,265.5700,329.0100,-77.1600,0,1030.00,,,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6299.00,0.983000,1.045000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 b,Kepler-265,1,1,4,0,0,Transit,2014,Kepler,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.84626200000,0.0690000000,1.86000000,0.16600000,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5835.00,1.103000,,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 b,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,6.84619299000,0.0716000000,1.66000000,0.14809554,,,0.000000,,,0,265.5700,329.0100,-77.1600,0,1030.00,,,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6299.00,0.983000,1.045000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 b,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,6.84619236000,,,,,,,,,0,,,,0,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5963.00,0.942897,1.090000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 b,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,6.84619299000,0.0698900000,1.59200000,0.14202897,,,,,,,195.1000,20.7000,-20.7000,0,,,,,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5871.00,0.945000,0.970000,2.8200,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 b,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,6.84618785660,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5963.00,0.942897,1.090000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 b,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,6.84619236000,0.0677000000,1.67000000,0.14898768,,,0.000000,,,0,258.4100,106.1700,-89.3200,0,1022.00,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5839.00,1.067000,0.881000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 b,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,1.52400000,0.13596217,,,,,,,220.3280,19.9400,-17.9850,0,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5871.00,0.973000,,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 c,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,17.02885000000,0.1360000000,2.50000000,0.22303545,,,0.000000,,,0,,,,0,781.00,,,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6315.00,1.070000,1.150000,0.2800,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 c,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,17.02902105000,0.1315000000,2.41000000,0.21500617,,,0.000000,,,0,78.7300,97.5400,-22.8700,0,760.00,,,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6299.00,0.983000,1.045000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 c,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,2.32100000,0.20706575,,,,,,,65.3590,5.9150,-5.3350,0,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5871.00,0.973000,,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 c,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,17.02902786000,,,,,,,,,0,,,,0,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5963.00,0.942897,1.090000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 c,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,17.02893963000,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5963.00,0.942897,1.090000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 c,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,17.02902105000,0.1315000000,2.41000000,0.21500617,,,0.000000,,,0,78.7300,97.5400,-22.8700,0,760.00,,,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6299.00,0.983000,1.045000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 c,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,17.02902817020,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5963.00,0.942897,1.090000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 c,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,17.02902105000,0.1315000000,2.41000000,0.21500617,,,0.000000,,,0,78.7300,97.5400,-22.8700,0,760.00,,,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6299.00,0.983000,1.045000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 c,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,17.02902105000,,2.46000000,0.21946650,,,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5883.00,1.030000,0.980000,5.2500,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 c,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,17.02902786000,0.1243000000,2.54000000,0.22660401,,,0.000000,,,0,76.6600,31.4900,-26.5000,0,755.00,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5839.00,1.067000,0.881000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 c,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,17.02902105000,0.1282600000,2.31500000,0.20653082,,,,,,,57.9000,6.0000,-6.0000,0,,,,,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5871.00,0.945000,0.970000,2.8200,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 c,Kepler-265,1,1,4,0,0,Transit,2014,Kepler,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,17.02893700000,0.1270000000,2.63000000,0.23500000,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5835.00,1.103000,,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 d,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,43.13080820000,0.2444000000,2.20000000,0.19627119,,,0.000000,,,0,22.7900,28.2400,-6.6200,0,557.00,,,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6299.00,0.983000,1.045000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 d,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,43.13080820000,0.2383900000,2.11100000,0.18833113,,,,,,,16.8000,1.8000,-1.8000,0,,,,,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5871.00,0.945000,0.970000,2.8200,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 d,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,43.13042000000,0.2520000000,2.57000000,0.22928044,,,0.000000,,,0,,,,0,573.00,,,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6315.00,1.070000,1.150000,0.2800,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 d,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,43.13080820000,0.2444000000,2.20000000,0.19627119,,,0.000000,,,0,22.7900,28.2400,-6.6200,0,557.00,,,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6299.00,0.983000,1.045000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
Kepler-265 d,Kepler-265,0,1,4,0,0,Transit,2014,Kepler,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,43.12984363000,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5963.00,0.942897,1.090000,,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,12.21177,73.25046,1280.25000000
